name,price,image_url,category,availability,scraped_at,placeholder_url,potential_real_urls,real_image_path,has_real_image,local_image
Travel Lock,"KSh 1,000.00",product_images/Travel_Lock.html,Accessories,In Stock,2025-09-08T01:50:31.560162,https://dummyimage.com/300x300/ffa502/ffffff&text=Travel+Lock,"['https://romantix.co.ke/wp-content/uploads/products/travel-lock.jpg', 'https://romantix.co.ke/wp-content/uploads/accessories/travel-lock.jpg', 'https://romantix.co.ke/images/products/travel-lock.jpg', 'https://romantix.co.ke/uploads/travel-lock.jpg']",,False,True
Storage Bag Waterproof,"KSh 2,200.00",product_images/Storage_Bag_Waterproof.html,Accessories,In Stock,2025-09-08T01:50:31.560949,https://dummyimage.com/300x300/ffa502/ffffff&text=Storage+Bag+Waterproof,"['https://romantix.co.ke/wp-content/uploads/products/storage-bag-waterproof.jpg', 'https://romantix.co.ke/wp-content/uploads/accessories/storage-bag-waterproof.jpg', 'https://romantix.co.ke/images/products/storage-bag-waterproof.jpg', 'https://romantix.co.ke/uploads/storage-bag-waterproof.jpg']",,False,True
Cleaning Brush Set,"KSh 1,500.00",product_images/Cleaning_Brush_Set.html,Accessories,In Stock,2025-09-08T01:50:31.561770,https://dummyimage.com/300x300/ffa502/ffffff&text=Cleaning+Brush+Set,"['https://romantix.co.ke/wp-content/uploads/products/cleaning-brush-set.jpg', 'https://romantix.co.ke/wp-content/uploads/accessories/cleaning-brush-set.jpg', 'https://romantix.co.ke/images/products/cleaning-brush-set.jpg', 'https://romantix.co.ke/uploads/cleaning-brush-set.jpg']",,False,True
Storage Drawer,"KSh 4,500.00",product_images/Storage_Drawer.html,Accessories,Out of Stock,2025-09-08T01:50:31.562577,https://dummyimage.com/300x300/ffa502/ffffff&text=Storage+Drawer,"['https://romantix.co.ke/wp-content/uploads/products/storage-drawer.jpg', 'https://romantix.co.ke/wp-content/uploads/accessories/storage-drawer.jpg', 'https://romantix.co.ke/images/products/storage-drawer.jpg', 'https://romantix.co.ke/uploads/storage-drawer.jpg']",,False,True
USB Hub for Toys,"KSh 2,000.00",product_images/USB_Hub_for_Toys.html,Accessories,In Stock,2025-09-08T01:50:31.563326,https://dummyimage.com/300x300/ffa502/ffffff&text=USB+Hub+for+Toys,"['https://romantix.co.ke/wp-content/uploads/products/usb-hub-for-toys.jpg', 'https://romantix.co.ke/wp-content/uploads/accessories/usb-hub-for-toys.jpg', 'https://romantix.co.ke/images/products/usb-hub-for-toys.jpg', 'https://romantix.co.ke/uploads/usb-hub-for-toys.jpg']",,False,True
Storage Bag Set of 3,"KSh 3,500.00",product_images/Storage_Bag_Set_of_3.html,Accessories,In Stock,2025-09-08T01:50:31.564150,https://dummyimage.com/300x300/ffa502/ffffff&text=Storage+Bag+Set+of+3,"['https://romantix.co.ke/wp-content/uploads/products/storage-bag-set-of-3.jpg', 'https://romantix.co.ke/wp-content/uploads/accessories/storage-bag-set-of-3.jpg', 'https://romantix.co.ke/images/products/storage-bag-set-of-3.jpg', 'https://romantix.co.ke/uploads/storage-bag-set-of-3.jpg']",,False,True
Toy Cleaner Foam,"KSh 1,400.00",product_images/Toy_Cleaner_Foam.html,Accessories,In Stock,2025-09-08T01:50:31.564986,https://dummyimage.com/300x300/ffa502/ffffff&text=Toy+Cleaner+Foam,"['https://romantix.co.ke/wp-content/uploads/products/toy-cleaner-foam.jpg', 'https://romantix.co.ke/wp-content/uploads/accessories/toy-cleaner-foam.jpg', 'https://romantix.co.ke/images/products/toy-cleaner-foam.jpg', 'https://romantix.co.ke/uploads/toy-cleaner-foam.jpg']",,False,True
Storage Box with Lock,"KSh 4,000.00",product_images/Storage_Box_with_Lock.html,Accessories,In Stock,2025-09-08T01:50:31.565839,https://dummyimage.com/300x300/ffa502/ffffff&text=Storage+Box+with+Lock,"['https://romantix.co.ke/wp-content/uploads/products/storage-box-with-lock.jpg', 'https://romantix.co.ke/wp-content/uploads/accessories/storage-box-with-lock.jpg', 'https://romantix.co.ke/images/products/storage-box-with-lock.jpg', 'https://romantix.co.ke/uploads/storage-box-with-lock.jpg']",,False,True
Charging Dock,"KSh 3,200.00",product_images/Charging_Dock.html,Accessories,In Stock,2025-09-08T01:50:31.566548,https://dummyimage.com/300x300/ffa502/ffffff&text=Charging+Dock,"['https://romantix.co.ke/wp-content/uploads/products/charging-dock.jpg', 'https://romantix.co.ke/wp-content/uploads/accessories/charging-dock.jpg', 'https://romantix.co.ke/images/products/charging-dock.jpg', 'https://romantix.co.ke/uploads/charging-dock.jpg']",,False,True
Storage Bag Velvet,"KSh 2,300.00",product_images/Storage_Bag_Velvet.html,Accessories,In Stock,2025-09-08T01:50:31.567291,https://dummyimage.com/300x300/ffa502/ffffff&text=Storage+Bag+Velvet,"['https://romantix.co.ke/wp-content/uploads/products/storage-bag-velvet.jpg', 'https://romantix.co.ke/wp-content/uploads/accessories/storage-bag-velvet.jpg', 'https://romantix.co.ke/images/products/storage-bag-velvet.jpg', 'https://romantix.co.ke/uploads/storage-bag-velvet.jpg']",,False,True
Harness Strap On Set,"KSh 8,500.00",product_images/Harness_Strap_On_Set.html,Strap Ons,In Stock,2025-09-08T01:50:31.568046,https://dummyimage.com/300x300/ff3838/ffffff&text=Harness+Strap+On+Set,"['https://romantix.co.ke/wp-content/uploads/products/harness-strap-on-set.jpg', 'https://romantix.co.ke/wp-content/uploads/strap-ons/harness-strap-on-set.jpg', 'https://romantix.co.ke/images/products/harness-strap-on-set.jpg', 'https://romantix.co.ke/uploads/harness-strap-on-set.jpg']",,False,True
Double Ended Dildo,"KSh 6,500.00",product_images/Double_Ended_Dildo.html,Strap Ons,In Stock,2025-09-08T01:50:31.568685,https://dummyimage.com/300x300/ff3838/ffffff&text=Double+Ended+Dildo,"['https://romantix.co.ke/wp-content/uploads/products/double-ended-dildo.jpg', 'https://romantix.co.ke/wp-content/uploads/strap-ons/double-ended-dildo.jpg', 'https://romantix.co.ke/images/products/double-ended-dildo.jpg', 'https://romantix.co.ke/uploads/double-ended-dildo.jpg']",,False,True
Pegging Kit Complete,"KSh 9,000.00",product_images/Pegging_Kit_Complete.html,Strap Ons,In Stock,2025-09-08T01:50:31.569339,https://dummyimage.com/300x300/ff3838/ffffff&text=Pegging+Kit+Complete,"['https://romantix.co.ke/wp-content/uploads/products/pegging-kit-complete.jpg', 'https://romantix.co.ke/wp-content/uploads/strap-ons/pegging-kit-complete.jpg', 'https://romantix.co.ke/images/products/pegging-kit-complete.jpg', 'https://romantix.co.ke/uploads/pegging-kit-complete.jpg']",,False,True
Harness with Dildo,"KSh 7,500.00",product_images/Harness_with_Dildo.html,Strap Ons,In Stock,2025-09-08T01:50:31.569990,https://dummyimage.com/300x300/ff3838/ffffff&text=Harness+with+Dildo,"['https://romantix.co.ke/wp-content/uploads/products/harness-with-dildo.jpg', 'https://romantix.co.ke/wp-content/uploads/strap-ons/harness-with-dildo.jpg', 'https://romantix.co.ke/images/products/harness-with-dildo.jpg', 'https://romantix.co.ke/uploads/harness-with-dildo.jpg']",,False,True
Strapless Strap On,"KSh 8,000.00",product_images/Strapless_Strap_On.html,Strap Ons,Out of Stock,2025-09-08T01:50:31.570857,https://dummyimage.com/300x300/ff3838/ffffff&text=Strapless+Strap+On,"['https://romantix.co.ke/wp-content/uploads/products/strapless-strap-on.jpg', 'https://romantix.co.ke/wp-content/uploads/strap-ons/strapless-strap-on.jpg', 'https://romantix.co.ke/images/products/strapless-strap-on.jpg', 'https://romantix.co.ke/uploads/strapless-strap-on.jpg']",,False,True
Harness Briefs Style,"KSh 6,800.00",product_images/Harness_Briefs_Style.html,Strap Ons,In Stock,2025-09-08T01:50:31.571524,https://dummyimage.com/300x300/ff3838/ffffff&text=Harness+Briefs+Style,"['https://romantix.co.ke/wp-content/uploads/products/harness-briefs-style.jpg', 'https://romantix.co.ke/wp-content/uploads/strap-ons/harness-briefs-style.jpg', 'https://romantix.co.ke/images/products/harness-briefs-style.jpg', 'https://romantix.co.ke/uploads/harness-briefs-style.jpg']",,False,True
Double Penetration Harness,"KSh 10,000.00",product_images/Double_Penetration_Harness.html,Strap Ons,In Stock,2025-09-08T01:50:31.572208,https://dummyimage.com/300x300/ff3838/ffffff&text=Double+Penetration+Harnes,"['https://romantix.co.ke/wp-content/uploads/products/double-penetration-harness.jpg', 'https://romantix.co.ke/wp-content/uploads/strap-ons/double-penetration-harness.jpg', 'https://romantix.co.ke/images/products/double-penetration-harness.jpg', 'https://romantix.co.ke/uploads/double-penetration-harness.jpg']",,False,True
Harness with Vibrating Dildo,"KSh 9,500.00",product_images/Harness_with_Vibrating_Dildo.html,Strap Ons,Out of Stock,2025-09-08T01:50:31.572845,https://dummyimage.com/300x300/ff3838/ffffff&text=Harness+with+Vibrating+Di,"['https://romantix.co.ke/wp-content/uploads/products/harness-with-vibrating-dildo.jpg', 'https://romantix.co.ke/wp-content/uploads/strap-ons/harness-with-vibrating-dildo.jpg', 'https://romantix.co.ke/images/products/harness-with-vibrating-dildo.jpg', 'https://romantix.co.ke/uploads/harness-with-vibrating-dildo.jpg']",,False,True
Strapless Double Dildo,"KSh 8,200.00",product_images/Strapless_Double_Dildo.html,Strap Ons,In Stock,2025-09-08T01:50:31.573391,https://dummyimage.com/300x300/ff3838/ffffff&text=Strapless+Double+Dildo,"['https://romantix.co.ke/wp-content/uploads/products/strapless-double-dildo.jpg', 'https://romantix.co.ke/wp-content/uploads/strap-ons/strapless-double-dildo.jpg', 'https://romantix.co.ke/images/products/strapless-double-dildo.jpg', 'https://romantix.co.ke/uploads/strapless-double-dildo.jpg']",,False,True
Harness with Remote Control,"KSh 9,800.00",product_images/Harness_with_Remote_Control.html,Strap Ons,Out of Stock,2025-09-08T01:50:31.574095,https://dummyimage.com/300x300/ff3838/ffffff&text=Harness+with+Remote+Contr,"['https://romantix.co.ke/wp-content/uploads/products/harness-with-remote-control.jpg', 'https://romantix.co.ke/wp-content/uploads/strap-ons/harness-with-remote-control.jpg', 'https://romantix.co.ke/images/products/harness-with-remote-control.jpg', 'https://romantix.co.ke/uploads/harness-with-remote-control.jpg']",,False,True
Pegging Harness Set,"KSh 8,800.00",product_images/Pegging_Harness_Set.html,Strap Ons,Out of Stock,2025-09-08T01:50:31.574799,https://dummyimage.com/300x300/ff3838/ffffff&text=Pegging+Harness+Set,"['https://romantix.co.ke/wp-content/uploads/products/pegging-harness-set.jpg', 'https://romantix.co.ke/wp-content/uploads/strap-ons/pegging-harness-set.jpg', 'https://romantix.co.ke/images/products/pegging-harness-set.jpg', 'https://romantix.co.ke/uploads/pegging-harness-set.jpg']",,False,True
Harness with Bullet Vibrator,"KSh 7,200.00",product_images/Harness_with_Bullet_Vibrator.html,Strap Ons,In Stock,2025-09-08T01:50:31.576287,https://dummyimage.com/300x300/ff3838/ffffff&text=Harness+with+Bullet+Vibra,"['https://romantix.co.ke/wp-content/uploads/products/harness-with-bullet-vibrator.jpg', 'https://romantix.co.ke/wp-content/uploads/strap-ons/harness-with-bullet-vibrator.jpg', 'https://romantix.co.ke/images/products/harness-with-bullet-vibrator.jpg', 'https://romantix.co.ke/uploads/harness-with-bullet-vibrator.jpg']",,False,True
Double Harness Set,"KSh 11,000.00",product_images/Double_Harness_Set.html,Strap Ons,In Stock,2025-09-08T01:50:31.577233,https://dummyimage.com/300x300/ff3838/ffffff&text=Double+Harness+Set,"['https://romantix.co.ke/wp-content/uploads/products/double-harness-set.jpg', 'https://romantix.co.ke/wp-content/uploads/strap-ons/double-harness-set.jpg', 'https://romantix.co.ke/images/products/double-harness-set.jpg', 'https://romantix.co.ke/uploads/double-harness-set.jpg']",,False,True
Harness with Realistic Dildo,"KSh 8,000.00",product_images/Harness_with_Realistic_Dildo.html,Strap Ons,In Stock,2025-09-08T01:50:31.577890,https://dummyimage.com/300x300/ff3838/ffffff&text=Harness+with+Realistic+Di,"['https://romantix.co.ke/wp-content/uploads/products/harness-with-realistic-dildo.jpg', 'https://romantix.co.ke/wp-content/uploads/strap-ons/harness-with-realistic-dildo.jpg', 'https://romantix.co.ke/images/products/harness-with-realistic-dildo.jpg', 'https://romantix.co.ke/uploads/harness-with-realistic-dildo.jpg']",,False,True
Strapless Harness,"KSh 7,800.00",product_images/Strapless_Harness.html,Strap Ons,Out of Stock,2025-09-08T01:50:31.578474,https://dummyimage.com/300x300/ff3838/ffffff&text=Strapless+Harness,"['https://romantix.co.ke/wp-content/uploads/products/strapless-harness.jpg', 'https://romantix.co.ke/wp-content/uploads/strap-ons/strapless-harness.jpg', 'https://romantix.co.ke/images/products/strapless-harness.jpg', 'https://romantix.co.ke/uploads/strapless-harness.jpg']",,False,True
Harness with Glass Dildo,"KSh 7,500.00",product_images/Harness_with_Glass_Dildo.html,Strap Ons,In Stock,2025-09-08T01:50:31.579030,https://dummyimage.com/300x300/ff3838/ffffff&text=Harness+with+Glass+Dildo,"['https://romantix.co.ke/wp-content/uploads/products/harness-with-glass-dildo.jpg', 'https://romantix.co.ke/wp-content/uploads/strap-ons/harness-with-glass-dildo.jpg', 'https://romantix.co.ke/images/products/harness-with-glass-dildo.jpg', 'https://romantix.co.ke/uploads/harness-with-glass-dildo.jpg']",,False,True
Pegging Starter Kit,"KSh 6,500.00",product_images/Pegging_Starter_Kit.html,Strap Ons,In Stock,2025-09-08T01:50:31.579595,https://dummyimage.com/300x300/ff3838/ffffff&text=Pegging+Starter+Kit,"['https://romantix.co.ke/wp-content/uploads/products/pegging-starter-kit.jpg', 'https://romantix.co.ke/wp-content/uploads/strap-ons/pegging-starter-kit.jpg', 'https://romantix.co.ke/images/products/pegging-starter-kit.jpg', 'https://romantix.co.ke/uploads/pegging-starter-kit.jpg']",,False,True
Harness with Silicone Dildo,"KSh 7,000.00",product_images/Harness_with_Silicone_Dildo.html,Strap Ons,In Stock,2025-09-08T01:50:31.580218,https://dummyimage.com/300x300/ff3838/ffffff&text=Harness+with+Silicone+Dil,"['https://romantix.co.ke/wp-content/uploads/products/harness-with-silicone-dildo.jpg', 'https://romantix.co.ke/wp-content/uploads/strap-ons/harness-with-silicone-dildo.jpg', 'https://romantix.co.ke/images/products/harness-with-silicone-dildo.jpg', 'https://romantix.co.ke/uploads/harness-with-silicone-dildo.jpg']",,False,True
Double Harness Briefs,"KSh 9,500.00",product_images/Double_Harness_Briefs.html,Strap Ons,In Stock,2025-09-08T01:50:31.580785,https://dummyimage.com/300x300/ff3838/ffffff&text=Double+Harness+Briefs,"['https://romantix.co.ke/wp-content/uploads/products/double-harness-briefs.jpg', 'https://romantix.co.ke/wp-content/uploads/strap-ons/double-harness-briefs.jpg', 'https://romantix.co.ke/images/products/double-harness-briefs.jpg', 'https://romantix.co.ke/uploads/double-harness-briefs.jpg']",,False,True
Harness with Remote Vibrator,"KSh 8,500.00",product_images/Harness_with_Remote_Vibrator.html,Strap Ons,In Stock,2025-09-08T01:50:31.581424,https://dummyimage.com/300x300/ff3838/ffffff&text=Harness+with+Remote+Vibra,"['https://romantix.co.ke/wp-content/uploads/products/harness-with-remote-vibrator.jpg', 'https://romantix.co.ke/wp-content/uploads/strap-ons/harness-with-remote-vibrator.jpg', 'https://romantix.co.ke/images/products/harness-with-remote-vibrator.jpg', 'https://romantix.co.ke/uploads/harness-with-remote-vibrator.jpg']",,False,True
Truth or Dare Game,"KSh 2,500.00",product_images/Truth_or_Dare_Game.html,Games,Out of Stock,2025-09-08T01:50:31.582150,https://dummyimage.com/300x300/ff9f43/ffffff&text=Truth+or+Dare+Game,"['https://romantix.co.ke/wp-content/uploads/products/truth-or-dare-game.jpg', 'https://romantix.co.ke/wp-content/uploads/games/truth-or-dare-game.jpg', 'https://romantix.co.ke/images/products/truth-or-dare-game.jpg', 'https://romantix.co.ke/uploads/truth-or-dare-game.jpg']",,False,True
Couples Card Game,"KSh 3,000.00",product_images/Couples_Card_Game.html,Games,In Stock,2025-09-08T01:50:31.582748,https://dummyimage.com/300x300/ff9f43/ffffff&text=Couples+Card+Game,"['https://romantix.co.ke/wp-content/uploads/products/couples-card-game.jpg', 'https://romantix.co.ke/wp-content/uploads/games/couples-card-game.jpg', 'https://romantix.co.ke/images/products/couples-card-game.jpg', 'https://romantix.co.ke/uploads/couples-card-game.jpg']",,False,True
Intimacy Dice Set,"KSh 2,200.00",product_images/Intimacy_Dice_Set.html,Games,In Stock,2025-09-08T01:50:31.583549,https://dummyimage.com/300x300/ff9f43/ffffff&text=Intimacy+Dice+Set,"['https://romantix.co.ke/wp-content/uploads/products/intimacy-dice-set.jpg', 'https://romantix.co.ke/wp-content/uploads/games/intimacy-dice-set.jpg', 'https://romantix.co.ke/images/products/intimacy-dice-set.jpg', 'https://romantix.co.ke/uploads/intimacy-dice-set.jpg']",,False,True
Adult Board Game,"KSh 4,500.00",product_images/Adult_Board_Game.html,Games,In Stock,2025-09-08T01:50:31.584193,https://dummyimage.com/300x300/ff9f43/ffffff&text=Adult+Board+Game,"['https://romantix.co.ke/wp-content/uploads/products/adult-board-game.jpg', 'https://romantix.co.ke/wp-content/uploads/games/adult-board-game.jpg', 'https://romantix.co.ke/images/products/adult-board-game.jpg', 'https://romantix.co.ke/uploads/adult-board-game.jpg']",,False,True
Strip Poker Cards,"KSh 1,800.00",product_images/Strip_Poker_Cards.html,Games,In Stock,2025-09-08T01:50:31.585212,https://dummyimage.com/300x300/ff9f43/ffffff&text=Strip+Poker+Cards,"['https://romantix.co.ke/wp-content/uploads/products/strip-poker-cards.jpg', 'https://romantix.co.ke/wp-content/uploads/games/strip-poker-cards.jpg', 'https://romantix.co.ke/images/products/strip-poker-cards.jpg', 'https://romantix.co.ke/uploads/strip-poker-cards.jpg']",,False,True
Couples Quiz Game,"KSh 2,800.00",product_images/Couples_Quiz_Game.html,Games,In Stock,2025-09-08T01:50:31.585884,https://dummyimage.com/300x300/ff9f43/ffffff&text=Couples+Quiz+Game,"['https://romantix.co.ke/wp-content/uploads/products/couples-quiz-game.jpg', 'https://romantix.co.ke/wp-content/uploads/games/couples-quiz-game.jpg', 'https://romantix.co.ke/images/products/couples-quiz-game.jpg', 'https://romantix.co.ke/uploads/couples-quiz-game.jpg']",,False,True
Intimacy Challenge Cards,"KSh 2,500.00",product_images/Intimacy_Challenge_Cards.html,Games,In Stock,2025-09-08T01:50:31.586863,https://dummyimage.com/300x300/ff9f43/ffffff&text=Intimacy+Challenge+Cards,"['https://romantix.co.ke/wp-content/uploads/products/intimacy-challenge-cards.jpg', 'https://romantix.co.ke/wp-content/uploads/games/intimacy-challenge-cards.jpg', 'https://romantix.co.ke/images/products/intimacy-challenge-cards.jpg', 'https://romantix.co.ke/uploads/intimacy-challenge-cards.jpg']",,False,True
Adult Party Game,"KSh 3,500.00",product_images/Adult_Party_Game.html,Games,Out of Stock,2025-09-08T01:50:31.587980,https://dummyimage.com/300x300/ff9f43/ffffff&text=Adult+Party+Game,"['https://romantix.co.ke/wp-content/uploads/products/adult-party-game.jpg', 'https://romantix.co.ke/wp-content/uploads/games/adult-party-game.jpg', 'https://romantix.co.ke/images/products/adult-party-game.jpg', 'https://romantix.co.ke/uploads/adult-party-game.jpg']",,False,True
Couples Dice Game,"KSh 2,000.00",product_images/Couples_Dice_Game.html,Games,In Stock,2025-09-08T01:50:31.588624,https://dummyimage.com/300x300/ff9f43/ffffff&text=Couples+Dice+Game,"['https://romantix.co.ke/wp-content/uploads/products/couples-dice-game.jpg', 'https://romantix.co.ke/wp-content/uploads/games/couples-dice-game.jpg', 'https://romantix.co.ke/images/products/couples-dice-game.jpg', 'https://romantix.co.ke/uploads/couples-dice-game.jpg']",,False,True
Truth or Dare Deluxe,"KSh 3,200.00",product_images/Truth_or_Dare_Deluxe.html,Games,In Stock,2025-09-08T01:50:31.589240,https://dummyimage.com/300x300/ff9f43/ffffff&text=Truth+or+Dare+Deluxe,"['https://romantix.co.ke/wp-content/uploads/products/truth-or-dare-deluxe.jpg', 'https://romantix.co.ke/wp-content/uploads/games/truth-or-dare-deluxe.jpg', 'https://romantix.co.ke/images/products/truth-or-dare-deluxe.jpg', 'https://romantix.co.ke/uploads/truth-or-dare-deluxe.jpg']",,False,True
Intimacy Card Game,"KSh 2,700.00",product_images/Intimacy_Card_Game.html,Games,Out of Stock,2025-09-08T01:50:31.589847,https://dummyimage.com/300x300/ff9f43/ffffff&text=Intimacy+Card+Game,"['https://romantix.co.ke/wp-content/uploads/products/intimacy-card-game.jpg', 'https://romantix.co.ke/wp-content/uploads/games/intimacy-card-game.jpg', 'https://romantix.co.ke/images/products/intimacy-card-game.jpg', 'https://romantix.co.ke/uploads/intimacy-card-game.jpg']",,False,True
Couples Challenge Game,"KSh 3,800.00",product_images/Couples_Challenge_Game.html,Games,In Stock,2025-09-08T01:50:31.590627,https://dummyimage.com/300x300/ff9f43/ffffff&text=Couples+Challenge+Game,"['https://romantix.co.ke/wp-content/uploads/products/couples-challenge-game.jpg', 'https://romantix.co.ke/wp-content/uploads/games/couples-challenge-game.jpg', 'https://romantix.co.ke/images/products/couples-challenge-game.jpg', 'https://romantix.co.ke/uploads/couples-challenge-game.jpg']",,False,True
Adult Trivia Game,"KSh 2,900.00",product_images/Adult_Trivia_Game.html,Games,In Stock,2025-09-08T01:50:31.591274,https://dummyimage.com/300x300/ff9f43/ffffff&text=Adult+Trivia+Game,"['https://romantix.co.ke/wp-content/uploads/products/adult-trivia-game.jpg', 'https://romantix.co.ke/wp-content/uploads/games/adult-trivia-game.jpg', 'https://romantix.co.ke/images/products/adult-trivia-game.jpg', 'https://romantix.co.ke/uploads/adult-trivia-game.jpg']",,False,True
Strip Game Cards,"KSh 2,100.00",product_images/Strip_Game_Cards.html,Games,In Stock,2025-09-08T01:50:31.592493,https://dummyimage.com/300x300/ff9f43/ffffff&text=Strip+Game+Cards,"['https://romantix.co.ke/wp-content/uploads/products/strip-game-cards.jpg', 'https://romantix.co.ke/wp-content/uploads/games/strip-game-cards.jpg', 'https://romantix.co.ke/images/products/strip-game-cards.jpg', 'https://romantix.co.ke/uploads/strip-game-cards.jpg']",,False,True
Couples Intimacy Game,"KSh 3,300.00",product_images/Couples_Intimacy_Game.html,Games,In Stock,2025-09-08T01:50:31.593868,https://dummyimage.com/300x300/ff9f43/ffffff&text=Couples+Intimacy+Game,"['https://romantix.co.ke/wp-content/uploads/products/couples-intimacy-game.jpg', 'https://romantix.co.ke/wp-content/uploads/games/couples-intimacy-game.jpg', 'https://romantix.co.ke/images/products/couples-intimacy-game.jpg', 'https://romantix.co.ke/uploads/couples-intimacy-game.jpg']",,False,True
Adult Party Cards,"KSh 2,600.00",product_images/Adult_Party_Cards.html,Games,In Stock,2025-09-08T01:50:31.594711,https://dummyimage.com/300x300/ff9f43/ffffff&text=Adult+Party+Cards,"['https://romantix.co.ke/wp-content/uploads/products/adult-party-cards.jpg', 'https://romantix.co.ke/wp-content/uploads/games/adult-party-cards.jpg', 'https://romantix.co.ke/images/products/adult-party-cards.jpg', 'https://romantix.co.ke/uploads/adult-party-cards.jpg']",,False,True
Truth or Dare Extreme,"KSh 3,500.00",product_images/Truth_or_Dare_Extreme.html,Games,In Stock,2025-09-08T01:50:31.595664,https://dummyimage.com/300x300/ff9f43/ffffff&text=Truth+or+Dare+Extreme,"['https://romantix.co.ke/wp-content/uploads/products/truth-or-dare-extreme.jpg', 'https://romantix.co.ke/wp-content/uploads/games/truth-or-dare-extreme.jpg', 'https://romantix.co.ke/images/products/truth-or-dare-extreme.jpg', 'https://romantix.co.ke/uploads/truth-or-dare-extreme.jpg']",,False,True
Couples Dice Deluxe,"KSh 2,800.00",product_images/Couples_Dice_Deluxe.html,Games,In Stock,2025-09-08T01:50:31.596547,https://dummyimage.com/300x300/ff9f43/ffffff&text=Couples+Dice+Deluxe,"['https://romantix.co.ke/wp-content/uploads/products/couples-dice-deluxe.jpg', 'https://romantix.co.ke/wp-content/uploads/games/couples-dice-deluxe.jpg', 'https://romantix.co.ke/images/products/couples-dice-deluxe.jpg', 'https://romantix.co.ke/uploads/couples-dice-deluxe.jpg']",,False,True
Intimacy Board Game,"KSh 4,200.00",product_images/Intimacy_Board_Game.html,Games,Out of Stock,2025-09-08T01:50:31.597677,https://dummyimage.com/300x300/ff9f43/ffffff&text=Intimacy+Board+Game,"['https://romantix.co.ke/wp-content/uploads/products/intimacy-board-game.jpg', 'https://romantix.co.ke/wp-content/uploads/games/intimacy-board-game.jpg', 'https://romantix.co.ke/images/products/intimacy-board-game.jpg', 'https://romantix.co.ke/uploads/intimacy-board-game.jpg']",,False,True
Adult Card Game Set,"KSh 3,600.00",product_images/Adult_Card_Game_Set.html,Games,Out of Stock,2025-09-08T01:50:31.598890,https://dummyimage.com/300x300/ff9f43/ffffff&text=Adult+Card+Game+Set,"['https://romantix.co.ke/wp-content/uploads/products/adult-card-game-set.jpg', 'https://romantix.co.ke/wp-content/uploads/games/adult-card-game-set.jpg', 'https://romantix.co.ke/images/products/adult-card-game-set.jpg', 'https://romantix.co.ke/uploads/adult-card-game-set.jpg']",,False,True
Rechargeable Bullet Vibrator,"KSh 4,500.00",product_images/Rechargeable_Bullet_Vibrator.html,Rechargeable,In Stock,2025-09-08T01:50:31.599843,https://dummyimage.com/300x300/3742fa/ffffff&text=Rechargeable+Bullet+Vibra,"['https://romantix.co.ke/wp-content/uploads/products/rechargeable-bullet-vibrator.jpg', 'https://romantix.co.ke/wp-content/uploads/rechargeable/rechargeable-bullet-vibrator.jpg', 'https://romantix.co.ke/images/products/rechargeable-bullet-vibrator.jpg', 'https://romantix.co.ke/uploads/rechargeable-bullet-vibrator.jpg']",,False,True
USB Rechargeable Wand,"KSh 6,500.00",product_images/USB_Rechargeable_Wand.html,Rechargeable,In Stock,2025-09-08T01:50:31.601091,https://dummyimage.com/300x300/3742fa/ffffff&text=USB+Rechargeable+Wand,"['https://romantix.co.ke/wp-content/uploads/products/usb-rechargeable-wand.jpg', 'https://romantix.co.ke/wp-content/uploads/rechargeable/usb-rechargeable-wand.jpg', 'https://romantix.co.ke/images/products/usb-rechargeable-wand.jpg', 'https://romantix.co.ke/uploads/usb-rechargeable-wand.jpg']",,False,True
Wireless Rechargeable Toy,"KSh 5,500.00",product_images/Wireless_Rechargeable_Toy.html,Rechargeable,Out of Stock,2025-09-08T01:50:31.601773,https://dummyimage.com/300x300/3742fa/ffffff&text=Wireless+Rechargeable+Toy,"['https://romantix.co.ke/wp-content/uploads/products/wireless-rechargeable-toy.jpg', 'https://romantix.co.ke/wp-content/uploads/rechargeable/wireless-rechargeable-toy.jpg', 'https://romantix.co.ke/images/products/wireless-rechargeable-toy.jpg', 'https://romantix.co.ke/uploads/wireless-rechargeable-toy.jpg']",,False,True
Magnetic Charging Vibrator,"KSh 7,000.00",product_images/Magnetic_Charging_Vibrator.html,Rechargeable,Out of Stock,2025-09-08T01:50:31.602753,https://dummyimage.com/300x300/3742fa/ffffff&text=Magnetic+Charging+Vibrato,"['https://romantix.co.ke/wp-content/uploads/products/magnetic-charging-vibrator.jpg', 'https://romantix.co.ke/wp-content/uploads/rechargeable/magnetic-charging-vibrator.jpg', 'https://romantix.co.ke/images/products/magnetic-charging-vibrator.jpg', 'https://romantix.co.ke/uploads/magnetic-charging-vibrator.jpg']",,False,True
Rechargeable Rabbit Vibrator,"KSh 8,500.00",product_images/Rechargeable_Rabbit_Vibrator.html,Rechargeable,In Stock,2025-09-08T01:50:31.603829,https://dummyimage.com/300x300/3742fa/ffffff&text=Rechargeable+Rabbit+Vibra,"['https://romantix.co.ke/wp-content/uploads/products/rechargeable-rabbit-vibrator.jpg', 'https://romantix.co.ke/wp-content/uploads/rechargeable/rechargeable-rabbit-vibrator.jpg', 'https://romantix.co.ke/images/products/rechargeable-rabbit-vibrator.jpg', 'https://romantix.co.ke/uploads/rechargeable-rabbit-vibrator.jpg']",,False,True
